발표시간,지역,발효시각,해당지역,내용
2025-02-24 01:00,대전·세종·충청남도,(1) 풍랑주의보 해제 : 2025년 02월 24일 01시 00분,(1) 풍랑주의보 해제 : 충남북부앞바다(천수만 평수구역. 당진 평수구역. 태안·서산 북쪽 평수구역),
2025-02-24 02:00,대전·세종·충청남도,(1) 풍랑주의보 해제 : 2025년 02월 24일 02시 00분,(1) 풍랑주의보 해제 : 충남북부앞바다(안면도 서쪽 평수구역). 충남남부앞바다(평수구역),
2025-02-24 03:00,대전·세종·충청남도,(1) 강풍주의보 해제 : 2025년 02월 24일 03시 00분 / (2) 풍랑주의보 해제 : 2025년 02월 24일 04시 00분,(1) 강풍주의보 해제 : 충청남도(태안. 당진. 서산. 보령. 서천. 홍성) / (2) 풍랑주의보 해제 : 서해중부앞바다(충남북부앞바다. 충남남부앞바다),
2025-02-24 10:00,대전·세종·충청남도,(1) 한파주의보 해제 : 2025년 02월 24일 10시 00분,(1) 한파주의보 해제 : 충청남도(계룡),
2025-03-01 11:00,대전·세종·충청남도,(1) 건조주의보 해제 : 2025년 03월 01일 11시 00분,(1) 건조주의보 해제 : 충청남도(천안). 대전. 세종,
2025-03-02 18:00,대전·세종·충청남도,(1) 강풍주의보 발표 : 2025년 03월 02일 20시 00분 / (2) 풍랑주의보 발표 : 2025년 03월 02일 20시 00분,(1) 강풍주의보 발표 : 충청남도(태안. 당진. 서산. 보령. 서천. 홍성) / (2) 풍랑주의보 발표 : 서해중부앞바다(충남북부앞바다. 충남남부앞바다),(1) 강풍주의보 발표 /   o 해제 예고: 3일 늦은 오후(15시~18시) / (2) 풍랑주의보 발표 /   o 해제 예고: 3일 늦은 오후(15시~18시)
2025-03-02 19:30,대전·세종·충청남도,(1) 강풍주의보 발표 : 2025년 03월 02일 19시 30분,(1) 강풍주의보 발표 : 충청남도(예산. 계룡),(1) 강풍주의보 발표 /   o 해제 예고: 3일 늦은 오후(15시~18시)
2025-03-03 10:30,대전·세종·충청남도,(1) 풍랑주의보 해제 : 2025년 03월 03일 10시 40분,(1) 풍랑주의보 해제 : 충남북부앞바다(당진 평수구역),
2025-03-03 11:10,대전·세종·충청남도,(1) 풍랑주의보 해제 : 2025년 03월 03일 11시 10분,(1) 풍랑주의보 해제 : 충남북부앞바다(태안·서산 북쪽 평수구역),
2025-03-03 14:00,대전·세종·충청남도,(1) 강풍주의보 해제 : 2025년 03월 03일 16시 00분 / (2) 풍랑주의보 해제 : 2025년 03월 03일 16시 00분,(1) 강풍주의보 해제 : 충청남도(예산. 태안. 당진. 서산. 보령. 서천. 홍성. 계룡) / (2) 풍랑주의보 해제 : 서해중부앞바다(충남북부앞바다. 충남남부앞바다),
2025-03-04 03:10,대전·세종·충청남도,(1) 대설주의보 발표 : 2025년 03월 04일 03시 10분,(1) 대설주의보 발표 : 충청남도(금산),
2025-03-04 16:00,대전·세종·충청남도,(1) 대설주의보 해제 : 2025년 03월 04일 16시 00분,(1) 대설주의보 해제 : 충청남도(금산),
2025-03-16 11:00,대전·세종·충청남도,(1) 강풍주의보 발표 : 2025년 03월 16일 12시 00분 / (2) 풍랑주의보 발표 : 2025년 03월 16일 13시 00분,(1) 강풍주의보 발표 : 충청남도(태안. 당진. 서산. 보령. 서천. 홍성) / (2) 풍랑주의보 발표 : 서해중부앞바다(충남북부앞바다. 충남남부앞바다),(1) 강풍주의보 발표 /   o 해제 예고: 17일 새벽(03시~06시) / (2) 풍랑주의보 발표 /   o 해제 예고: 17일 아침(06시~09시)
2025-03-17 04:00,대전·세종·충청남도,(1) 풍랑주의보 해제 : 2025년 03월 17일 04시 30분,(1) 풍랑주의보 해제 : 충남북부앞바다(천수만 평수구역),
2025-03-17 05:00,대전·세종·충청남도,(1) 강풍주의보 해제 : 2025년 03월 17일 05시 00분 / (2) 풍랑주의보 해제 : 2025년 03월 17일 06시 00분,(1) 강풍주의보 해제 : 충청남도(태안. 당진. 서산. 보령. 서천. 홍성) / (2) 풍랑주의보 해제 : 서해중부앞바다(충남북부앞바다. 충남남부앞바다),
2025-03-17 21:00,대전·세종·충청남도,(1) 풍랑주의보 발표 : 2025년 03월 17일 23시 00분 / (2) 강풍주의보 발표 : 2025년 03월 18일 00시 00분,(1) 풍랑주의보 발표 : 서해중부앞바다(충남북부앞바다. 충남남부앞바다) / (2) 강풍주의보 발표 : 충청남도(태안. 당진. 서산. 보령. 서천. 홍성),(1) 풍랑주의보 발표 /   o 해제 예고: 18일 밤(21시~24시) / (2) 강풍주의보 발표 /   o 해제 예고: 18일 밤(21시~24시)
2025-03-17 22:00,대전·세종·충청남도,(1) 대설주의보 발표 : 2025년 03월 17일 23시 00분,(1) 대설주의보 발표 : 충청남도(아산. 예산. 당진. 서산. 홍성),
2025-03-18 00:00,대전·세종·충청남도,(1) 강풍주의보 발표 : 2025년 03월 18일 00시 00분 / (2) 대설주의보 발표 : 2025년 03월 18일 00시 00분 / (3) 강풍주의보 발표 : 2025년 03월 18일 01시 00분,(1) 강풍주의보 발표 : 충청남도(공주. 아산. 논산. 부여. 청양. 예산) / (2) 대설주의보 발표 : 충청남도(천안. 공주. 청양). 세종 / (3) 강풍주의보 발표 : 충청남도(천안. 금산. 계룡). 대전. 세종,(1) .(3) 강풍주의보 발표 /   o 해제 예고: 18일 밤(21시~24시)
2025-03-18 10:00,대전·세종·충청남도,(1) 대설주의보 해제 : 2025년 03월 18일 10시 00분,(1) 대설주의보 해제 : 충청남도(서천),
2025-03-18 13:00,대전·세종·충청남도,(1) 대설주의보 해제 : 2025년 03월 18일 13시 00분,(1) 대설주의보 해제 : 충청남도(아산. 부여. 청양. 예산. 당진. 서산. 홍성),
2025-03-18 15:00,대전·세종·충청남도,(1) 대설주의보 해제 : 2025년 03월 18일 15시 00분,(1) 대설주의보 해제 : 충청남도(천안. 공주. 논산. 금산. 계룡). 대전. 세종,
2025-03-18 16:00,대전·세종·충청남도,(1) 강풍주의보 해제 : 2025년 03월 18일 16시 00분,(1) 강풍주의보 해제 : 충청남도(천안. 공주. 아산. 논산. 금산. 부여. 청양. 예산. 당진. 계룡). 대전. 세종,
2025-03-18 19:30,대전·세종·충청남도,(1) 풍랑주의보 해제 : 2025년 03월 18일 20시 00분,(1) 풍랑주의보 해제 : 충남북부앞바다(천수만 평수구역),
2025-03-18 20:00,대전·세종·충청남도,(1) 강풍주의보 해제 : 2025년 03월 18일 21시 00분 / (2) 풍랑주의보 해제 : 2025년 03월 18일 22시 00분,(1) 강풍주의보 해제 : 충청남도(태안. 서산. 보령. 서천. 홍성) / (2) 풍랑주의보 해제 : 서해중부앞바다(충남북부앞바다. 충남남부앞바다),
2025-03-25 12:00,대전·세종·충청남도,(1) 강풍주의보 발표 : 2025년 03월 25일 13시 00분,(1) 강풍주의보 발표 : 충청남도(태안. 당진. 서산. 보령. 서천. 홍성),(1) 강풍주의보 발표 /   o 해제 예고: 25일 밤(21시~24시)
2025-03-25 13:40,대전·세종·충청남도,(1) 강풍주의보 발표 : 2025년 03월 25일 13시 40분,(1) 강풍주의보 발표 : 충청남도(청양. 예산). 대전,(1) 강풍주의보 발표 /   o 해제 예고: 25일 밤(21시~24시)
2025-03-25 14:00,대전·세종·충청남도,(1) 강풍주의보 발표 : 2025년 03월 25일 14시 00분,(1) 강풍주의보 발표 : 충청남도(천안. 아산),(1) 강풍주의보 발표 /   o 해제 예고: 25일 밤(21시~24시)
2025-03-25 15:00,대전·세종·충청남도,(1) 강풍주의보 발표 : 2025년 03월 25일 15시 00분,(1) 강풍주의보 발표 : 충청남도(공주. 논산. 금산. 부여. 계룡). 세종,(1) 강풍주의보 발표 /   o 해제 예고: 25일 밤(21시~24시)
2025-03-25 18:00,대전·세종·충청남도,(1) 강풍주의보 해제 : 2025년 03월 25일 18시 00분,(1) 강풍주의보 해제 : 충청남도. 대전. 세종,
2025-03-27 17:00,대전·세종·충청남도,(1) 강풍주의보 발표 : 2025년 03월 27일 18시 00분,(1) 강풍주의보 발표 : 충청남도(태안. 당진. 서산. 보령. 서천. 홍성),(1) 강풍주의보 발표 /   o 해제 예고: 28일 밤(21시~24시)
2025-03-27 18:00,대전·세종·충청남도,(1) 풍랑주의보 발표 : 2025년 03월 27일 20시 00분,(1) 풍랑주의보 발표 : 서해중부앞바다(충남북부앞바다. 충남남부앞바다),(1) 풍랑주의보 발표 /   o 해제 예고: 28일 밤(21시~24시)
2025-03-28 18:50,대전·세종·충청남도,(1) 풍랑주의보 해제 : 2025년 03월 28일 19시 00분,(1) 풍랑주의보 해제 : 충남북부앞바다(천수만 평수구역),
2025-03-28 20:00,대전·세종·충청남도,(1) 강풍주의보 해제 : 2025년 03월 28일 20시 00분 / (2) 풍랑주의보 해제 : 2025년 03월 28일 21시 00분,(1) 강풍주의보 해제 : 충청남도(태안. 당진. 서산. 보령. 서천. 홍성) / (2) 풍랑주의보 해제 : 서해중부앞바다(충남북부앞바다. 충남남부앞바다) /  o 충남북부앞바다(천수만 평수구역 제외),
2025-03-29 16:00,대전·세종·충청남도,(1) 건조주의보 발표 : 2025년 03월 29일 16시 00분,(1) 건조주의보 발표 : 대전,
2025-04-02 20:00,대전·세종·충청남도,(1) 건조주의보 해제 : 2025년 04월 02일 20시 00분,(1) 건조주의보 해제 : 대전,
2025-04-05 09:00,대전·세종·충청남도,(1) 강풍주의보 발표 : 2025년 04월 05일 09시 00분,(1) 강풍주의보 발표 : 충청남도(태안. 당진. 서산. 보령. 서천. 홍성),(1) 강풍주의보 발표 /   o 해제 예고: 5일 저녁(18시~21시)
2025-04-05 16:00,대전·세종·충청남도,(1) 강풍주의보 해제 : 2025년 04월 05일 16시 00분,(1) 강풍주의보 해제 : 충청남도(태안. 당진. 서산. 보령. 서천. 홍성),
2025-04-10 10:00,대전·세종·충청남도,(1) 건조주의보 발표 : 2025년 04월 10일 10시 00분,(1) 건조주의보 발표 : 대전,
2025-04-12 11:00,대전·세종·충청남도,(1) 강풍주의보 발표 : 2025년 04월 12일 12시 00분 / (2) 풍랑주의보 발표 : 2025년 04월 12일 12시 00분,(1) 강풍주의보 발표 : 충청남도(태안. 당진. 서산. 보령. 서천. 홍성) / (2) 풍랑주의보 발표 : 서해중부앞바다(충남북부앞바다. 충남남부앞바다),(1) 강풍주의보 발표 /   o 해제 예고: 13일 늦은 오후(15시~18시) / (2) 풍랑주의보 발표 /   o 해제 예고: 14일 오전(09시~12시)
2025-04-12 16:00,대전·세종·충청남도,(1) 강풍주의보 발표 : 2025년 04월 12일 16시 00분,(1) 강풍주의보 발표 : 충청남도(천안. 공주. 아산. 논산. 금산. 부여. 청양. 예산. 계룡). 대전. 세종,(1) 강풍주의보 발표 /   o 해제 예고: 13일 늦은 오후(15시~18시)
2025-04-12 18:00,대전·세종·충청남도,(1) 건조주의보 해제 : 2025년 04월 12일 18시 00분,(1) 건조주의보 해제 : 대전,
2025-04-13 18:00,대전·세종·충청남도,(1) 강풍주의보 해제 : 2025년 04월 13일 18시 00분,(1) 강풍주의보 해제 : 충청남도. 대전. 세종,
2025-04-14 04:00,대전·세종·충청남도,(1) 풍랑주의보 해제 : 2025년 04월 14일 05시 00분,(1) 풍랑주의보 해제 : 충남북부앞바다(당진 평수구역),
2025-04-14 04:00,대전·세종·충청남도,(1) 풍랑주의보 해제 : 2025년 04월 14일 06시 00분,(1) 풍랑주의보 해제 : 서해중부앞바다(충남북부앞바다. 충남남부앞바다),
2025-04-14 13:00,대전·세종·충청남도,(1) 강풍주의보 발표 : 2025년 04월 14일 13시 00분 / (2) 풍랑주의보 발표 : 2025년 04월 14일 14시 00분,(1) 강풍주의보 발표 : 충청남도(태안. 당진. 서산. 보령. 서천. 홍성) / (2) 풍랑주의보 발표 : 서해중부앞바다(충남북부앞바다. 충남남부앞바다),(1) 강풍주의보 발표 /   o 해제 예고: 15일 새벽(03시~06시) / (2) 풍랑주의보 발표 /   o 해제 예고: 15일 새벽(03시~06시)
2025-04-14 16:10,대전·세종·충청남도,(1) 대설주의보 발표 : 2025년 04월 14일 16시 10분,(1) 대설주의보 발표 : 충청남도(계룡),
2025-04-14 21:00,대전·세종·충청남도,(1) 대설주의보 해제 : 2025년 04월 14일 21시 00분 / (2) 강풍주의보 해제 : 2025년 04월 14일 22시 00분 / (3) 풍랑주의보 해제 : 2025년 04월 14일 23시 00분,(1) 대설주의보 해제 : 충청남도(계룡) / (2) 강풍주의보 해제 : 충청남도(태안. 당진. 서산. 보령. 서천. 홍성) / (3) 풍랑주의보 해제 : 서해중부앞바다(충남북부앞바다. 충남남부앞바다),
2025-04-19 12:20,대전·세종·충청남도,(1) 강풍주의보 발표 : 2025년 04월 19일 12시 20분,(1) 강풍주의보 발표 : 충청남도(아산. 태안. 당진. 서산),(1) 강풍주의보 발표 /   o 해제 예고: 19일 저녁(18시~21시)
2025-04-19 13:00,대전·세종·충청남도,(1) 강풍주의보 발표 : 2025년 04월 19일 13시 00분,(1) 강풍주의보 발표 : 충청남도(천안. 예산. 홍성),(1) 강풍주의보 발표 /   o 해제 예고: 19일 저녁(18시~21시)
2025-04-19 20:00,대전·세종·충청남도,(1) 강풍주의보 해제 : 2025년 04월 19일 20시 00분,(1) 강풍주의보 해제 : 충청남도(천안. 아산. 예산. 태안. 당진. 서산. 홍성),
2025-04-26 10:00,대전·세종·충청남도,(1) 건조주의보 발표 : 2025년 04월 26일 10시 00분,(1) 건조주의보 발표 : 충청남도(금산). 대전,
2025-04-27 09:00,대전·세종·충청남도,(1) 건조주의보 발표 : 2025년 04월 27일 09시 00분,(1) 건조주의보 발표 : 충청남도(예산). 세종,
2025-04-28 09:00,대전·세종·충청남도,(1) 건조주의보 발표 : 2025년 04월 28일 09시 00분,(1) 건조주의보 발표 : 충청남도(천안. 공주. 아산. 홍성),
2025-05-01 04:00,대전·세종·충청남도,(1) 강풍주의보 발표 : 2025년 05월 01일 04시 00분 / (2) 풍랑주의보 발표 : 2025년 05월 01일 05시 00분,(1) 강풍주의보 발표 : 충청남도(태안. 당진. 서산. 보령. 서천. 홍성) / (2) 풍랑주의보 발표 : 서해중부앞바다(충남북부앞바다. 충남남부앞바다),(1) 강풍주의보 발표 /   o 해제 예고: 1일 늦은 오후(15시~18시) / (2) 풍랑주의보 발표 /   o 해제 예고: 1일 늦은 오후(15시~18시)
2025-05-01 08:30,대전·세종·충청남도,(1) 건조주의보 해제 : 2025년 05월 01일 08시 30분,(1) 건조주의보 해제 : 충청남도(천안. 공주. 아산. 금산. 예산. 홍성). 대전. 세종,
2025-05-01 11:45,대전·세종·충청남도,(1) 강풍경보 변경 : 2025년 05월 01일 11시 45분,(1) 강풍경보 변경 : 충청남도(보령. 서천),(1) 강풍경보 변경 /   o 해제 예고: 1일 늦은 오후(15시~18시)
2025-05-01 13:00,대전·세종·충청남도,(1) 풍랑주의보 해제 : 2025년 05월 01일 13시 20분,(1) 풍랑주의보 해제 : 충남북부앞바다(당진 평수구역. 태안·서산 북쪽 평수구역),
2025-05-01 13:40,대전·세종·충청남도,(1) 풍랑주의보 해제 : 2025년 05월 01일 14시 00분,(1) 풍랑주의보 해제 : 충남북부앞바다(천수만 평수구역. 안면도 서쪽 평수구역). 충남남부앞바다(평수구역),
2025-05-01 14:00,대전·세종·충청남도,(1) 강풍경보 해제 : 2025년 05월 01일 14시 00분 / (2) 강풍주의보 해제 : 2025년 05월 01일 14시 00분,(1) 강풍경보 해제 : 충청남도(보령. 서천) / (2) 강풍주의보 해제 : 충청남도(태안. 당진. 서산. 홍성),
2025-05-01 15:00,대전·세종·충청남도,(1) 풍랑주의보 해제 : 2025년 05월 01일 17시 00분,(1) 풍랑주의보 해제 : 서해중부앞바다(충남북부앞바다. 충남남부앞바다) /  o 충남북부앞바다(천수만 평수구역. 안면도 서쪽 평수구역. 당진 평수구역. 태안·서산 북쪽 평수구역 제외) /  o 충남남부앞바다(평수구역 제외),
2025-05-09 13:00,대전·세종·충청남도,(1) 강풍주의보 발표 : 2025년 05월 09일 13시 00분 / (2) 풍랑주의보 발표 : 2025년 05월 09일 14시 00분,(1) 강풍주의보 발표 : 충청남도(태안. 당진. 서산. 보령. 서천. 홍성) / (2) 풍랑주의보 발표 : 서해중부앞바다(충남북부앞바다. 충남남부앞바다),(1) 강풍주의보 발표 /   o 해제 예고: 10일 늦은 오후(15시~18시) / (2) 풍랑주의보 발표 /   o 해제 예고: 10일 늦은 오후(15시~18시)
2025-05-10 02:45,대전·세종·충청남도,(1) 강풍주의보 발표 : 2025년 05월 10일 02시 45분,(1) 강풍주의보 발표 : 대전,(1) 강풍주의보 발표 /   o 해제 예고: 10일 늦은 오후(15시~18시)
2025-05-10 14:40,대전·세종·충청남도,(1) 풍랑주의보 해제 : 2025년 05월 10일 15시 00분,(1) 풍랑주의보 해제 : 충남북부앞바다(당진 평수구역),
2025-05-10 15:00,대전·세종·충청남도,(1) 강풍주의보 해제 : 2025년 05월 10일 16시 00분,(1) 강풍주의보 해제 : 충청남도(태안. 당진. 서산. 보령. 서천. 홍성). 대전,
2025-05-10 17:00,대전·세종·충청남도,(1) 풍랑주의보 해제 : 2025년 05월 10일 18시 00분,(1) 풍랑주의보 해제 : 서해중부앞바다(충남북부앞바다. 충남남부앞바다) /  o 충남북부앞바다(당진 평수구역 제외),
2025-05-19 19:10,대전·세종·충청남도,(1) 강풍주의보 발표 : 2025년 05월 19일 19시 10분,(1) 강풍주의보 발표 : 충청남도(태안. 홍성),(1) 강풍주의보 발표 /   o 해제 예고: 20일 새벽(03시~06시)
2025-05-20 06:00,대전·세종·충청남도,(1) 강풍주의보 해제 : 2025년 05월 20일 06시 00분,(1) 강풍주의보 해제 : 충청남도(태안. 홍성),
2025-06-14 05:00,대전·세종·충청남도,(1) 호우주의보 발표 : 2025년 06월 14일 05시 00분,(1) 호우주의보 발표 : 충청남도(부여),
2025-06-14 05:30,대전·세종·충청남도,(1) 호우주의보 발표 : 2025년 06월 14일 05시 30분,(1) 호우주의보 발표 : 충청남도(금산),
2025-06-14 06:30,대전·세종·충청남도,(1) 호우주의보 해제 : 2025년 06월 14일 06시 30분,(1) 호우주의보 해제 : 충청남도(부여),
2025-06-14 07:00,대전·세종·충청남도,(1) 호우주의보 해제 : 2025년 06월 14일 07시 00분,(1) 호우주의보 해제 : 충청남도(금산),
2025-06-20 11:00,대전·세종·충청남도,(1) 풍랑주의보 발표 : 2025년 06월 20일 12시 00분,(1) 풍랑주의보 발표 : 서해중부앞바다(충남북부앞바다. 충남남부앞바다),(1) 풍랑주의보 발표 /   o 해제 예고: 21일 오전(09시~12시)
2025-06-20 12:00,대전·세종·충청남도,(1) 강풍주의보 발표 : 2025년 06월 20일 12시 00분,(1) 강풍주의보 발표 : 충청남도(예산. 태안. 당진. 서산. 보령. 서천. 홍성),(1) 강풍주의보 발표 /   o 해제 예고: 21일 오전(09시~12시)
2025-06-20 15:00,대전·세종·충청남도,(1) 호우주의보 발표 : 2025년 06월 20일 15시 00분 / (2) 호우주의보 발표 : 2025년 06월 20일 16시 00분,(1) 호우주의보 발표 : 충청남도(논산. 태안. 서산. 보령. 서천. 홍성) / (2) 호우주의보 발표 : 충청남도(부여. 청양. 예산. 당진),
2025-06-20 16:00,대전·세종·충청남도,(1) 호우주의보 발표 : 2025년 06월 20일 16시 00분,(1) 호우주의보 발표 : 충청남도(천안. 공주. 아산. 금산. 계룡). 대전. 세종,
2025-06-20 22:20,대전·세종·충청남도,(1) 호우경보 변경 : 2025년 06월 20일 22시 20분,(1) 호우경보 변경 : 충청남도(보령. 서천),
2025-06-20 23:40,대전·세종·충청남도,(1) 호우경보 변경 : 2025년 06월 20일 23시 40분,(1) 호우경보 변경 : 충청남도(부여. 청양),
2025-06-21 01:40,대전·세종·충청남도,(1) 호우경보 변경 : 2025년 06월 21일 01시 40분,(1) 호우경보 변경 : 충청남도(공주. 계룡),
2025-06-21 02:45,대전·세종·충청남도,(1) 풍랑주의보 해제 : 2025년 06월 21일 03시 00분,(1) 풍랑주의보 해제 : 충남북부앞바다(천수만 평수구역. 당진 평수구역. 태안·서산 북쪽 평수구역),
2025-06-21 04:00,대전·세종·충청남도,(1) 호우주의보 해제 : 2025년 06월 21일 04시 00분 / (2) 호우주의보 변경 : 2025년 06월 21일 04시 00분 / (3) 강풍주의보 해제 : 2025년 06월 21일 06시 00분 / (4) 풍랑주의보 해제 : 2025년 06월 21일 06시 00분,(1) 호우주의보 해제 : 충청남도(천안. 아산. 태안. 당진. 서산) / (2) 호우주의보 변경 : 충청남도(공주. 부여. 청양. 보령. 서천. 계룡) / (3) 강풍주의보 해제 : 충청남도(예산. 태안. 당진. 서산. 보령. 서천. 홍성) / (4) 풍랑주의보 해제 : 서해중부앞바다(충남북부앞바다. 충남남부앞바다) /  o 충남북부앞바다(천수만 평수구역. 당진 평수구역. 태안·서산 북쪽 평수구역 제외),
2025-06-21 07:00,대전·세종·충청남도,(1) 호우주의보 해제 : 2025년 06월 21일 07시 00분,(1) 호우주의보 해제 : 충청남도(공주. 예산. 홍성). 세종,
2025-06-21 10:00,대전·세종·충청남도,(1) 호우주의보 해제 : 2025년 06월 21일 10시 00분,(1) 호우주의보 해제 : 충청남도(청양. 보령. 계룡). 대전,
2025-06-21 14:00,대전·세종·충청남도,(1) 호우주의보 해제 : 2025년 06월 21일 14시 00분,(1) 호우주의보 해제 : 충청남도(논산. 부여. 서천),
2025-06-21 14:30,대전·세종·충청남도,(1) 호우주의보 해제 : 2025년 06월 21일 14시 30분,(1) 호우주의보 해제 : 충청남도(금산),
2025-06-28 10:00,대전·세종·충청남도,(1) 폭염주의보 발표 : 2025년 06월 28일 10시 00분,(1) 폭염주의보 발표 : 충청남도(천안. 공주. 논산. 금산. 부여). 대전. 세종,
2025-06-29 10:00,대전·세종·충청남도,(1) 폭염주의보 발표 : 2025년 06월 29일 10시 00분,(1) 폭염주의보 발표 : 충청남도(아산. 청양. 계룡),
2025-07-01 12:00,대전·세종·충청남도,(1) 폭염주의보 발표 : 2025년 07월 01일 12시 00분,(1) 폭염주의보 발표 : 충청남도(예산. 당진. 홍성),
2025-07-02 10:00,대전·세종·충청남도,(1) 폭염주의보 발표 : 2025년 07월 02일 10시 00분 / (2) 폭염경보 변경 : 2025년 07월 02일 10시 00분,(1) 폭염주의보 발표 : 충청남도(태안. 서산. 보령. 서천) / (2) 폭염경보 변경 : 충청남도(공주. 아산. 논산. 금산. 부여). 대전. 세종,
2025-07-07 10:00,대전·세종·충청남도,(1) 폭염경보 변경 : 2025년 07월 07일 10시 00분,(1) 폭염경보 변경 : 충청남도(천안. 청양. 예산. 당진. 홍성. 계룡),
2025-07-08 10:00,대전·세종·충청남도,(1) 폭염경보 변경 : 2025년 07월 08일 10시 00분,(1) 폭염경보 변경 : 충청남도(태안. 서산. 보령. 서천),
2025-07-12 17:30,대전·세종·충청남도,(1) 폭염주의보 변경 : 2025년 07월 12일 17시 30분,(1) 폭염주의보 변경 : 충청남도(태안. 서천. 계룡),
2025-07-13 10:00,대전·세종·충청남도,(1) 폭염경보 해제 : 2025년 07월 13일 10시 00분 / (2) 폭염주의보 해제 : 2025년 07월 13일 10시 00분 / (3) 폭염주의보 변경 : 2025년 07월 13일 10시 00분,(1) 폭염경보 해제 : 충청남도(아산. 청양. 예산. 당진. 서산. 보령. 홍성) / (2) 폭염주의보 해제 : 충청남도(태안. 서천) / (3) 폭염주의보 변경 : 충청남도(천안. 공주. 논산. 금산. 부여). 대전. 세종,
2025-07-13 14:00,대전·세종·충청남도,(1) 폭염주의보 해제 : 2025년 07월 13일 14시 00분,(1) 폭염주의보 해제 : 충청남도(천안. 공주. 논산. 금산. 부여. 계룡). 대전. 세종,
2025-07-14 15:20,대전·세종·충청남도,(1) 호우주의보 발표 : 2025년 07월 14일 15시 20분,(1) 호우주의보 발표 : 충청남도(논산. 청양),
2025-07-14 15:50,대전·세종·충청남도,(1) 호우주의보 발표 : 2025년 07월 14일 15시 50분,(1) 호우주의보 발표 : 충청남도(공주),
2025-07-14 16:00,대전·세종·충청남도,(1) 호우주의보 발표 : 2025년 07월 14일 16시 00분,(1) 호우주의보 발표 : 충청남도(계룡). 대전,
2025-07-14 18:00,대전·세종·충청남도,(1) 호우주의보 해제 : 2025년 07월 14일 18시 00분,(1) 호우주의보 해제 : 충청남도(공주. 논산. 청양. 계룡). 대전,
2025-07-16 12:00,대전·세종·충청남도,(1) 호우주의보 발표 : 2025년 07월 16일 14시 00분,(1) 호우주의보 발표 : 충청남도(아산. 예산. 태안. 당진. 서산. 홍성),
2025-07-16 13:00,대전·세종·충청남도,(1) 호우주의보 발표 : 2025년 07월 16일 14시 00분,(1) 호우주의보 발표 : 충청남도(보령. 서천),
2025-07-16 15:30,대전·세종·충청남도,(1) 호우주의보 발표 : 2025년 07월 16일 15시 30분 / (2) 호우경보 변경 : 2025년 07월 16일 15시 30분,(1) 호우주의보 발표 : 충청남도(천안. 공주. 부여. 청양). 세종 / (2) 호우경보 변경 : 충청남도(보령),
2025-07-16 17:00,대전·세종·충청남도,(1) 호우주의보 발표 : 2025년 07월 16일 17시 00분 / (2) 호우경보 변경 : 2025년 07월 16일 17시 00분,(1) 호우주의보 발표 : 충청남도(논산. 금산. 계룡). 대전 / (2) 호우경보 변경 : 충청남도(태안. 서산. 홍성),
2025-07-16 18:00,대전·세종·충청남도,(1) 풍랑주의보 발표 : 2025년 07월 16일 19시 00분,(1) 풍랑주의보 발표 : 서해중부앞바다(충남북부앞바다. 충남남부앞바다),(1) 풍랑주의보 발표 /   o 해제 예고: 17일 늦은 오후(15시~18시)
2025-07-16 19:10,대전·세종·충청남도,(1) 호우경보 변경 : 2025년 07월 16일 19시 10분 / (2) 강풍주의보 발표 : 2025년 07월 16일 20시 10분,(1) 호우경보 변경 : 충청남도(공주. 부여. 청양. 서천) / (2) 강풍주의보 발표 : 충청남도(태안. 당진. 서산. 보령. 서천. 홍성),(2) 강풍주의보 발표 /   o 해제 예고: 17일 낮(12시~15시)
2025-07-16 22:10,대전·세종·충청남도,(1) 호우경보 변경 : 2025년 07월 16일 22시 10분,(1) 호우경보 변경 : 충청남도(논산. 계룡),
2025-07-16 23:00,대전·세종·충청남도,(1) 호우경보 변경 : 2025년 07월 16일 23시 00분,(1) 호우경보 변경 : 대전,
2025-07-17 00:00,대전·세종·충청남도,(1) 호우경보 변경 : 2025년 07월 17일 00시 00분,(1) 호우경보 변경 : 충청남도(예산. 당진),
2025-07-17 01:10,대전·세종·충청남도,(1) 호우경보 변경 : 2025년 07월 17일 01시 10분,(1) 호우경보 변경 : 충청남도(천안). 세종,
2025-07-17 02:10,대전·세종·충청남도,(1) 호우주의보 변경 : 2025년 07월 17일 02시 10분,(1) 호우주의보 변경 : 대전,
2025-07-17 10:00,대전·세종·충청남도,(1) 풍랑주의보 해제 : 2025년 07월 17일 10시 00분,(1) 풍랑주의보 해제 : 충남북부앞바다(당진 평수구역. 태안·서산 북쪽 평수구역),
2025-07-17 10:00,대전·세종·충청남도,(1) 호우주의보 변경 : 2025년 07월 17일 10시 00분,(1) 호우주의보 변경 : 충청남도(천안. 아산. 청양. 예산. 태안. 당진. 서산. 보령. 홍성),
2025-07-17 10:50,대전·세종·충청남도,(1) 호우경보 변경 : 2025년 07월 17일 10시 50분,(1) 호우경보 변경 : 충청남도(금산). 대전,
2025-07-17 11:00,대전·세종·충청남도,(1) 강풍주의보 해제 : 2025년 07월 17일 12시 00분 / (2) 풍랑주의보 해제 : 2025년 07월 17일 12시 00분,(1) 강풍주의보 해제 : 충청남도(태안. 당진. 서산. 보령. 서천. 홍성) / (2) 풍랑주의보 해제 : 서해중부앞바다(충남북부앞바다. 충남남부앞바다) /  o 충남북부앞바다(당진 평수구역. 태안·서산 북쪽 평수구역 제외),
